order_id,order_date,customer_id,country,category,product,quantity,unit_price,discount_pct,shipping_cost,returned
ORD-002642,2024-03-22,CUST-00297,IT,Grocery,Tea,4,378.44,20.0,3.27,False
ORD-002643,2024-03-11,CUST-00452,DE,Sports,Tennis Racket,2,-120.0,0.0,13.69,False
ORD-002644,2024-07-05,CUST-01368,FR,Beauty,Razor,2,393.93,25.0,11.68,False
ORD-002645,2025-03-14,CUST-00724,UK,Electronics,Keyboard,5,352.61,0.0,,False
ORD-002646,2024-01-25,CUST-00593,NL,Fashion,,0,39.35,0.0,4.41,True
ORD-002647,2025-08-17,CUST-00616,DE,Toys,Action Figure,4,247.46,10.0,0.47,False
ORD-002648,2024-01-14,CUST-01095,FR,Sports,Tennis Racket,1,124.55,5.0,13.95,False
ORD-002649,2025-06-17,CUST-01343,ES,Fashion,Jeans,3,213.43,10.0,2.17,False
ORD-002650,2024-04-16,CUST-00679,Belgium,Electronics,Keyboard,5,391.95,0.0,3.62,1
ORD-002651,2024-06-12,CUST-01199,IT,Electronics,Headphones,1,261.16,0.0,1.56,False
ORD-002652,2024-12-06,CUST-00430,IT,Electronics,USB-C Cable,4,132.7,ten,9.85,False
ORD-002653,2025-06-18,CUST-00613,UK,Toys,Board Game,2,118.0,10.0,6.76,False
ORD-002654,2025-04-04,CUST-00278,FR,Grocery,Pasta,5,310.78,25.0,2.05,False
ORD-002655,2024-07-21,CUST-00503,ES,Fashion,Sneakers,5,211.52,15.0,10.82,False
ORD-002656,2024-07-11,CUST-00744,FR,Electronics,Keyboard,3,370.91,20.0,12.74,False
ORD-002657,2025-06-22,CUST-01369,BE,Toys,Action Figure,3,390.56,0.0,4.91,False
ORD-002658,2025-02-05,CUST-00570,DE,Sports,Water Bottle,2,327.88,0.0,5.39,False
ORD-002659,2024-04-15,CUST-01256,DE,Electronics,Monitor,3,246.29,5.0,14.73,False
ORD-002660,2025-05-03,CUST-00655,NL,Grocery,Pasta,5,78.61,15.0,8.27,False
ORD-002661,2024-06-04,CUST-00762,ES,Beauty,Perfume,4,23.07,20.0,12.22,False
ORD-002662,2025-09-22,CUST-00899,belgique,Grocery,Olive Oil,4,296.4,5.0,4.76,False
ORD-002663,2025-06-10,CUST-00106,ES,Fashion,Jacket,-3,262.59,15.0,2.18,TRUE
ORD-002664,2025-05-04,CUST-00153,IT,Electronics,Monitor,2,335.44,25.0,9.77,False
ORD-002665,2024-11-14,CUST-01398,,,Razor,5,246.6,0.0,1.67,False
ORD-002666,2025-05-01,CUST-01106,IT,Toys,Action Figure,2,143.14,0.0,9.69,False
ORD-002667,2025-01-09,CUST-01309,ES,Sports,Football,1,11.09,5.0,0.83,False
ORD-002668,2024-08-19,CUST-00645,ES,Grocery,Chocolate,1,90.7,5.0,2.93,False
ORD-002669,2025-11-27,CUST-01204,DE,Toys,Board Game,3,39.91,10.0,10.81,False
ORD-002670,2024-12-29,CUST-00552,FRANCE,Sports,Dumbbells,4,346.37,15.0,14.03,no
ORD-002671,2025-11-03,CUST-00636,IT,Home,Chair,,94.02,10.0,11.48,False
ORD-002672,2024-08-05,CUST-00981,DE,Grocery,Chocolate,5,38.57,15.0,,no
ORD-002673,2024-05-12,CUST-00157,NL,Electronics,Keyboard,2,333.97,5.0,8.16,False
ORD-002674,2025-08-08,CUST-00467,BE,Electronics,Monitor,4,237.48,0.0,2.99,True
ORD-002675,2024-09-08,,BE,Home,Lamp,3,214.48,10.0,2.69,False
ORD-002676,2025-12-09,CUST-01038,DE,Electronics,USB-C Cable,5,78.08,10.0,0.68,False
ORD-002677,2024-01-25,CUST-01229,ES,,Water Bottle,5,136.8,20.0,3.38,False
ORD-002678,2025-07-25,CUST-01329,UK,Grocery,Chocolate,4,69.66,15.0,7.98,False
ORD-002679,2024-12-25,,NL,Home,Chair,1,299.31,0.0,2.06,False
ORD-002680,2025-02-17,CUST-01101,FR,Home,Pillow,4,113.27,15.0,7.57,False
ORD-002681,2025-03-26,CUST-01160,UK,Grocery,Coffee Beans,3,205.37,15.0,8.17,False
ORD-002682,not-a-date,CUST-00268,BE,Beauty,Sunscreen,5,146.48,5.0,14.36,False
ORD-002683,2024-07-19,CUST-00084,ES,Beauty,Shampoo,1,148.95,20.0,13.91,False
ORD-002684,2025-10-08,CUST-00749,FRANCE,Fashion,T-Shirt,2,355.39,0.0,6.34,False
ORD-002685,2025-02-13,CUST-01345,NL,Grocery,Coffee Beans,1,94.03,0.0,12.05,False
ORD-002686,2024-11-26,CUST-00638,NL,Electronics,Keyboard,3,80.7,0.0,4.16,False
ORD-002687,2024-08-06,CUST-00394,BE,Grocery,Pasta,1,333.38,0.0,11.5,False
ORD-002688,2025-06-21,CUST-01141,UK,Toys,Lego Set,5,7.2,5.0,9.33,False
ORD-002689,2024-03-22,CUST-00592,IT,Fashion,Cap,3,169.14,20.0,13.33,False
ORD-002690,2024-11-26,CUST-00580,NL,Beauty,Perfume,,306.74,15.0,13.32,False
ORD-002691,2025-04-19,CUST-00482,IT,Toys,Board Game,4,195.88,0.0,12.33,False
ORD-002692,2024-08-31,CUST-01025,UK,Toys,Doll,1,272.36,0.0,1.04,False
ORD-002693,2025-01-13,CUST-00674,BE,Sports,Football,,7.23,10.0,0.1,False
ORD-002694,2025-01-26,CUST-01062,UK,Electronics,USB-C Cable,2,349.05,0.0,1.46,False
ORD-002695,2025-11-20,CUST-00798,ES,Beauty,Perfume,1,,0.0,0.67,False
ORD-002696,2024-03-03,CUST-00138,DE,Beauty,Razor,2,364.11,5.0,11.48,False
ORD-002697,2024-11-18,CUST-00129,ES,Grocery,Pasta,2,358.02,0.0,8.48,False
ORD-002698,2025-12-29,CUST-00738,NL,Electronics,Monitor,2,358.36,0.0,8.9,False
ORD-002699,2024-02-06,CUST-00895,DE,Beauty,Moisturizer,1,30.78,0.0,5.02,False
ORD-002700,2024-11-05,CUST-00193,NL,Toys,Puzzle,1,71.23,,6.61,False
ORD-002701,2025-03-12,CUST-00851,DE,Sports,Dumbbells,5,298.83,10.0,4.14,False
ORD-002702,2025-03-29,CUST-00333,FR,Electronics,Monitor,4,247.79,0.0,3.63,False
ORD-002703,2025-05-17,CUST-00804,BE,Toys,Action Figure,2,-9.99,0.0,2.27,False
ORD-002704,2025-02-27,CUST-01309,NL,Electronics,Mouse,3,6.2,5.0,4.47,False
ORD-002705,2025-09-27,CUST-00914,DE,Grocery,Tea,3,232.69,0.0,10.48,False
ORD-002706,2025-02-28,CUST-00119,ES,Fashion,Jacket,3,44.23,15.0,0.16,False
ORD-002707,2024-03-18,CUST-00684,FR,Home,,1,313.77,10.0,8.43,False
ORD-002708,2024-10-09,CUST-01184,FR,Electronics,USB-C Cable,5,185.72,30.0,,False
ORD-002709,2024-10-30,CUST-00466,DE,Sports,Dumbbells,5,350.43,0.0,1.67,True
ORD-002710,2025-10-18,CUST-00487,ES,Sports,Water Bottle,4,333.59,0.0,1.36,False
ORD-002711,2025-04-15,CUST-00944,NL,Toys,Doll,4,262.6,0.0,6.3,False
ORD-002712,2025-11-15,CUST-00312,NL,Grocery,Coffee Beans,2,165.8,10.0,,True
ORD-002713,2025-07-21,CUST-01240,DE,Electronics,Monitor,4,103.16,,7.0,False
ORD-002714,2024-10-26,CUST-00658,UK,Sports,Football,4,156.4,0.0,1.58,False
ORD-002715,2025-08-14,CUST-00917,Netherlands,Home,Lamp,4,185.78,0.0,4.48,False
ORD-002716,2025-09-21,CUST-00082,FR,Grocery,Pasta,5,42.61,25.0,0.4,False
ORD-002717,2025-07-23,CUST-01101,FR,Electronics,Keyboard,4,88.54,5.0,13.75,False
ORD-002718,2024-09-10,CUST-01137,ES,Grocery,Chocolate,1,319.69,0.0,0.2,False
ORD-002719,2024-11-10,CUST-01323,DE,Home,Vacuum,1,304.58,15.0,6.85,False
ORD-002720,2025-05-06,CUST-00397,NL,Electronics,Monitor,4,150.72,0.0,4.81,False
ORD-002721,2024-06-20,CUST-00103,DE,Electronics,Headphones,1,57.7,0.0,14.65,False
ORD-002722,2024-05-28,CUST-01038,Belgium,Toys,Puzzle,4,310.32,0.0,11.98,False
ORD-002723,2025-06-04,CUST-01213,ES,Beauty,Shampoo,3,175.73,20.0,1.33,False
ORD-002724,2024-11-27,CUST-01011,ES,Grocery,Chocolate,2,228.56,25.0,9.08,True
ORD-002725,2025-11-10,CUST-00146,FR,Electronics,Mouse,2,258.59,20.0,12.38,False
ORD-002726,2025-01-08,CUST-00254,IT,Sports,Tennis Racket,2,192.29,20.0,13.66,
ORD-002727,2024-09-10,CUST-01297,IT,Sports,Dumbbells,3,309.27,20.0,8.7,False
ORD-002728,2025-03-16,,ES,Home,Vacuum,2,343.52,0.0,1.54,False
ORD-002729,2024-12-26,CUST-00462,BE,Sports,Dumbbells,-1,72.77,0.0,14.3,False
ORD-002730,2025-10-25,CUST-00610,U.K.,Fashion,Jeans,3,65.46,0.0,12.22,False
ORD-002731,2025-10-15,CUST-01310,DE,Sports,Water Bottle,5,155.2,20.0,0.47,False
ORD-002732,2024-11-11,CUST-00990,DE,Fashion,Sneakers,5,361.02,15.0,10.05,False
ORD-002733,2024-07-04,CUST-01190,IT,Sports,,2,189.16,,8.82,False
ORD-002734,2025-06-22,CUST-01216,UK,Electronics,Keyboard,3,75.31,,12.69,True
ORD-002735,2024-02-10,CUST-00162,FR,Home,Coffee Maker,4,159.71,20.0,6.11,False
ORD-002736,2025-05-22,CUST-00474,UK,Beauty,Sunscreen,1,207.06,10.0,13.36,False
ORD-002737,2025-04-26,CUST-00732,FR,Electronics,Headphones,2,392.07,20.0,12.7,False
ORD-002738,2025-12-27,CUST-01231,FR,Fashion,Jacket,3,344.14,20.0,12.03,False
,2024-03-24,CUST-00925,de,Grocery,Tea,5,120.59,30.0,8.17,False
ORD-002740,2025-12-06,CUST-00635,de,Toys,Lego Set,,260.08,20.0,12.18,True
ORD-002741,2024-01-16,CUST-00667,ES,Home,Coffee Maker,4,355.82,0.0,9.37,False
ORD-002742,2025-08-06,CUST-00514,NL,Grocery,Tea,4,227.55,15.0,9.39,False
ORD-002743,2025-02-03,CUST-01170,UK,Toys,Action Figure,3,133.45,15.0,4.77,False
ORD-002744,2024-04-09,CUST-00892,Netherlands,Toys,Board Game,1,308.91,0.0,7.92,False
ORD-002745,2024-06-04,CUST-01263,UK,Electronics,USB-C Cable,5,319.19,10.0,14.36,False
ORD-002746,2024-12-26,CUST-01041,DE,Beauty,Razor,4,332.52,0.0,9.49,False
ORD-002747,2024-01-18,CUST-01239,U.K.,Electronics,Monitor,3,173.95,10.0,6.91,False
ORD-002748,2025-03-23,CUST-01278,de,,Sneakers,3,340.65,0.0,5.51,False
ORD-002749,2024-01-25,CUST-00430,ES,Home,Coffee Maker,3,214.48,0.0,13.86,False
ORD-002750,2025-02-22,CUST-00688,ES,Sports,Football,3,112.81,5.0,2.17,False
ORD-002751,2025-02-18,CUST-00550,DE,Fashion,T-Shirt,3,337.12,0.0,2.63,False
ORD-002752,2024-06-18,CUST-00790,BE,Toys,Doll,4,28.13,20.0,7.51,False
ORD-002753,2024-02-11,CUST-00869,DE,Home,Lamp,4,103.66,15.0,6.18,False
ORD-002754,2024-04-15,CUST-01331,IT,Toys,Puzzle,5,23.28,0.0,5.42,False
ORD-002755,2025-12-03,CUST-00217,UK,Sports,Water Bottle,2,128.04,25.0,0.53,False
ORD-002756,2025-11-18,CUST-00495,DE,Home,Pillow,5,89.66,10.0,11.97,False
ORD-002757,2025-04-04,CUST-00247,NL,Home,Pillow,-1,63.1,0.0,3.75,False
ORD-002758,2024-12-10,CUST-00152,,Toys,Doll,2,205.41,0.0,2.91,False
ORD-002759,2025-05-03,CUST-01221,Belgium,Beauty,Sunscreen,2,163.28,10.0,5.73,False
ORD-002760,2024-05-30,CUST-00314,IT,Sports,Football,1,357.85,0.0,0.64,False
ORD-002761,2024-12-01,CUST-00792,FR,Beauty,Sunscreen,2,321.91,20.0,9.01,False
ORD-002762,2024-06-25,CUST-00098,NL,Toys,Doll,3,20.56,20.0,3.32,False
ORD-002763,2024-08-27,CUST-01214,IT,Fashion,Cap,2,133.83,0.0,-5.0,False
ORD-002764,2025-12-06,CUST-00519,BE,Sports,Yoga Mat,5,42.15,0.0,8.85,False
ORD-002765,2025-04-01,CUST-00551,UK,Sports,Water Bottle,5,313.32,0.0,10.02,False
ORD-002766,2025-08-27,CUST-00869,UK,Fashion,Jacket,5,128.93,15.0,11.28,False
ORD-002767,2025-05-08,CUST-00760,BE,Beauty,Sunscreen,1,113.4,5.0,,False
ORD-002768,2025-12-30,CUST-00702,BE,Toys,Doll,1,202.91,0.0,9.7,False
ORD-002769,2025-01-31,CUST-00509,NL,Electronics,Headphones,3,129.45,0.0,11.18,False
ORD-002770,2025-10-23,,ES,Toys,Action Figure,4,263.73,20.0,3.9,False
ORD-002771,2025-10-29,CUST-00902,FR,Toys,Board Game,2,271.78,10.0,10.99,False
ORD-002772,2024-02-13,CUST-01348,DE,Fashion,Jeans,4,321.36,,14.38,False
ORD-002773,2025-08-13,CUST-01130,belgique,Fashion,Jeans,1,121.25,10.0,1.8,False
ORD-002774,2024-12-26,CUST-00996,belgique,Sports,Dumbbells,1,347.4,0.0,2.41,False
ORD-001367,2024-05-16,CUST-00294,IT,Fashion,Jeans,0,83.08,0.0,4.59,False
ORD-002776,2024-09-13,CUST-00154,NL,Electronics,USB-C Cable,3,108.05,0.0,0.28,False
ORD-002777,2024-01-20,CUST-00256,NL,Sports,Football,5,45.68,0.0,11.26,False
ORD-002778,2025-05-04,CUST-01210,NL,Sports,Water Bottle,4,250.11,20.0,2.76,False
ORD-002779,2025-12-14,CUST-00490,BE,Grocery,Coffee Beans,3,324.38,0.0,14.21,False
ORD-002780,2024-12-03,CUST-00567,BE,Electronics,Mouse,2,70.25,25.0,2.34,False
ORD-002781,2025-06-13,,BE,Home,Pillow,5,41.28,15.0,7.68,False
ORD-002782,2024-10-09,CUST-00172,BE,Toys,Puzzle,1,48.2,0.0,1.18,False
ORD-002783,2024-05-26,CUST-00729,BE,Beauty,Shampoo,4,324.83,0.0,3.33,False
ORD-002784,2025-07-29,CUST-01213,Belgium,Toys,Board Game,2,335.01,10.0,4.32,False
ORD-002785,2024-09-23,CUST-00404,IT,Electronics,Keyboard,3,295.91,0.0,8.15,False
ORD-002786,2024-12-05,CUST-00458,UK,Sports,Football,1,184.71,0.0,10.88,False
ORD-002787,2024-02-25,,U.K.,Home,Pillow,2,370.69,0.0,4.13,False
ORD-002788,2024-07-25,CUST-00792,BE,Toys,Doll,3,109.93,20.0,10.24,True
ORD-002789,2024-06-18,CUST-00771,DE,Beauty,Perfume,1,11.07,10.0,,False
ORD-005354,2025-12-23,CUST-00724,NL,Beauty,Perfume,3,87.63,30.0,8.2,False
ORD-002791,2025-12-02,CUST-00072,ES,Toys,Puzzle,3,172.56,0.0,6.92,False
ORD-002792,2025-08-02,CUST-00561,FR,Home,Chair,1,233.68,25.0,11.04,False
ORD-002793,2024-01-04,CUST-01097,BE,Grocery,Chocolate,5,126.64,10.0,4.35,yes
ORD-002794,2025-06-17,CUST-01131,IT,Home,Coffee Maker,3,269.32,20.0,10.24,False
ORD-002795,2025-02-18,CUST-01155,BE,Beauty,Shampoo,4,122.41,0.0,13.13,True
ORD-002796,2025-05-09,CUST-00052,UK,Fashion,Cap,5,134.19,15.0,4.95,False
ORD-002797,2024-09-15,CUST-00020,DE,Grocery,Olive Oil,2,347.65,0.0,4.13,False
ORD-002798,2025-02-27,CUST-00861,NL,Electronics,USB-C Cable,5,46.78,10.0,3.35,False
ORD-002799,2024-03-31,CUST-00489,ES,Sports,Water Bottle,1,190.56,0.0,12.81,False
ORD-002800,2025-12-25,CUST-00375,Belgium,Beauty,Razor,2,370.95,20.0,3.98,False
ORD-002801,2024-08-01,CUST-01070,BE,Toys,Puzzle,3,157.46,0.0,10.31,False
ORD-002802,2024-02-08,CUST-01324,BE,Beauty,Razor,5,100.15,0.0,5.38,False
ORD-002803,2025-06-08,CUST-01161,UK,Beauty,Moisturizer,4,319.5,15.0,3.64,False
ORD-002804,2024-11-26,CUST-00280,NL,Electronics,Headphones,3,332.46,0.0,0.14,False
ORD-002805,2025-01-31,CUST-00579,FR,Beauty,Razor,3,10.88,5.0,5.9,False
ORD-002806,2025-12-21,CUST-01301,ES,Fashion,Cap,4,19.23,15.0,11.87,False
ORD-002807,2025-08-10,CUST-00698,UK,,Yoga Mat,4,91.46,0.0,5.25,False
ORD-002808,2024-11-30,CUST-00373,BE,Beauty,Perfume,5,248.16,0.0,14.12,False
ORD-002809,2025-10-24,CUST-00522,NL,Fashion,T-Shirt,3,140.96,5.0,7.19,False
ORD-002810,2025-05-03,CUST-00294,ES,Fashion,Jacket,2,136.66,10.0,13.3,False
ORD-002811,2025-11-24,CUST-00699,UK,Electronics,USB-C Cable,4,,0.0,5.36,False
ORD-002812,2024-07-13,CUST-00082,ES,Home,Coffee Maker,4,226.61,15.0,0.81,False
ORD-002813,2025-10-05,CUST-00768,DE,Toys,Puzzle,3,22.09,0.0,2.7,False
ORD-002814,2024-04-12,CUST-00447,FR,Toys,Board Game,3,263.92,25.0,7.87,False
ORD-002815,2025-08-08,CUST-00048,Netherlands,Home,Coffee Maker,5,48.64,0.0,1.45,False
ORD-002816,2024-03-11,CUST-00851,BE,Grocery,Coffee Beans,3,54.75,0.0,12.39,False
ORD-002817,2024-09-14,CUST-01236,UK,Electronics,Monitor,2,359.07,15.0,0.89,False
ORD-002818,2024-12-18,CUST-00492,IT,Electronics,Headphones,3,122.8,10.0,10.77,False
ORD-002819,2024-04-24,CUST-01185,BE,Home,Vacuum,4,239.41,25.0,6.25,False
ORD-002820,2025-01-20,CUST-00457,FR,Electronics,USB-C Cable,1,319.46,25.0,10.32,False
ORD-002821,2024-03-03,CUST-00680,FR,Electronics,Monitor,5,242.69,30.0,5.62,False
ORD-002822,2025-03-21,CUST-00124,BE,Sports,Water Bottle,2,230.47,5.0,3.45,False
ORD-002823,2025-03-31,,FR,Fashion,Sneakers,3,173.15,0.0,9.52,False
ORD-002824,2024-03-28,CUST-01321,ES,Toys,Board Game,3,320.21,5.0,4.29,False
ORD-002825,2024-03-10,CUST-01030,DE,Home,Vacuum,1,378.7,15.0,1.6,False
ORD-002826,2025-03-28,CUST-00319,belgique,Home,Vacuum,1,237.6,25.0,5.52,False
ORD-002827,2025-01-30,CUST-01285,FR,Sports,Dumbbells,2,322.02,0.0,8.3,False
ORD-002828,2025-09-08,CUST-00911,U.K.,Electronics,Keyboard,4,282.31,15.0,5.67,False
ORD-002829,2025-05-12,CUST-00945,de,Sports,Water Bottle,5,232.23,20.0,3.73,True
,2025-01-10,CUST-00791,DE,Toys,Doll,5,28.99,25.0,9.18,False
ORD-002831,2025-08-23,CUST-00937,NL,Toys,Puzzle,4,289.91,5.0,5.45,True
ORD-002832,2024-11-16,CUST-00432,ES,,Puzzle,2,380.95,0.0,11.28,False
ORD-002833,2025-12-25,CUST-00245,DE,Home,Vacuum,3,23.55,10.0,6.92,False
ORD-002834,2025-02-26,CUST-00142,NL,Fashion,Jeans,2,279.23,0.0,12.02,False
ORD-002835,2024-07-28,CUST-01013,BE,Electronics,Monitor,,59.19,20.0,7.99,True
ORD-002836,2025-04-20,CUST-00489,IT,Home,Vacuum,3,195.71,10.0,0.52,True
ORD-002837,2025-05-18,CUST-01399,FRANCE,Electronics,Monitor,1,268.29,0.0,3.24,False
ORD-002838,2025-11-20,CUST-00304,UK,Sports,Dumbbells,1,224.93,0.0,3.59,False
ORD-002839,2025-02-16,CUST-01288,IT,Grocery,Chocolate,2,63.84,0.0,7.66,True
ORD-002840,2025-10-02,CUST-00427,de,Beauty,Razor,4,,25.0,3.05,False
ORD-002841,2025-10-13,CUST-00895,DE,Fashion,Jeans,2,165.71,0.0,11.12,True
ORD-002842,2025-03-01,CUST-00891,IT,Electronics,Headphones,3,182.83,10.0,10.97,False
ORD-002843,2025-01-18,CUST-00317,ES,Sports,Tennis Racket,3,57.92,20.0,11.32,False
ORD-002844,2024-12-15,CUST-00575,BE,Beauty,Sunscreen,4,101.7,0.0,5.8,True
ORD-002845,2024-09-09,CUST-00360,UK,Toys,Doll,3,6.55,20.0,2.16,False
ORD-002846,2025-03-29,CUST-01196,BE,Fashion,Cap,4,243.77,0.0,9.27,False
ORD-002847,2024-08-20,CUST-01226,NL,Beauty,Shampoo,5,18.4,10.0,3.39,False
ORD-002848,2024-06-27,CUST-00899,NL,Sports,Tennis Racket,4,310.41,30.0,,False
ORD-002849,2024-05-12,CUST-01263,UK,Fashion,Sneakers,1,320.73,15.0,14.67,False
ORD-002850,2024-06-23,CUST-00237,NL,Electronics,Monitor,2,329.49,0.0,9.5,False
ORD-002851,2024-04-30,CUST-00517,BE,Beauty,Shampoo,1,325.03,0.0,11.2,False
ORD-002852,2025-03-08,CUST-00393,Belgium,,Olive Oil,0,166.76,0.0,12.03,False
ORD-002853,2025-11-23,CUST-01241,DE,Fashion,Jacket,5,124.24,0.0,14.6,False
ORD-002854,2025-10-24,CUST-01366,DE,Electronics,Keyboard,1,178.14,,13.27,False
ORD-002855,2024-01-13,CUST-01124,ES,Beauty,Razor,3,249.71,0.0,13.66,False
ORD-002856,2024-02-22,CUST-01366,BE,Electronics,Mouse,2,331.94,10.0,1.51,False
ORD-002857,2024-08-13,CUST-00911,NL,Home,Vacuum,3,5.45,30.0,6.21,False
ORD-002858,2024-01-30,CUST-00677,NL,Grocery,Olive Oil,4,243.73,0.0,1.5,False
ORD-002859,2025-05-06,CUST-00467,IT,Toys,Doll,4,344.9,0.0,12.89,False
ORD-002860,2024-05-01,CUST-01389,BE,Home,Pillow,5,97.27,,9.92,
ORD-000211,2024-10-31,CUST-01290,,Home,Pillow,2,218.0,0.0,10.41,False
ORD-002862,2025-04-09,CUST-00776,UK,Electronics,Mouse,4,141.61,30.0,1.81,False
ORD-002863,2025-01-27,CUST-00516,DE,Toys,Puzzle,5,304.37,10.0,1.16,False
ORD-002864,2024-05-22,CUST-01100,DE,Electronics,Headphones,3,279.35,5.0,5.33,True
,2024-12-29,CUST-00713,BE,Home,Vacuum,1,217.82,5.0,3.98,False
ORD-002866,2025-04-20,CUST-00540,DE,Home,Chair,1,284.5,,,False
ORD-002867,2025-01-08,CUST-01396,DE,Sports,Yoga Mat,3,157.66,0.0,0.09,False
ORD-002868,2025-08-07,CUST-00166,BE,Beauty,Razor,3,289.36,,0.04,False
ORD-002869,2024-11-30,CUST-00257,UK,Sports,Tennis Racket,3,339.48,0.0,14.84,False
ORD-002870,2024-04-28,CUST-00687,NL,Sports,Football,2,12.71,10.0,7.42,False
ORD-002871,2024-01-10,CUST-00044,UK,Home,Pillow,4,399.79,0.0,7.2,False
ORD-002872,2025-08-19,CUST-00961,FR,Sports,Water Bottle,4,355.98,25.0,2.84,False
ORD-002873,2024-02-02,CUST-00913,BE,Beauty,Shampoo,3,288.19,0.0,13.71,False
ORD-002874,2025-05-03,CUST-01155,de,Toys,Lego Set,3,174.42,30.0,11.05,False
ORD-002875,2024-01-16,CUST-01025,ES,Electronics,Monitor,1,26.6,0.0,9.83,False
ORD-002876,2024-08-28,CUST-00586,DE,Home,Coffee Maker,2,389.33,0.0,11.65,False
ORD-002877,2024-01-19,CUST-00295,UK,Electronics,Headphones,4,292.48,15.0,4.78,False
ORD-002878,2024-10-04,CUST-01006,FR,Toys,Action Figure,4,150.22,10.0,6.51,False
ORD-002879,2024-03-21,CUST-00060,BE,Sports,Tennis Racket,5,320.84,0.0,14.03,False
ORD-002880,2024-03-24,CUST-00973,IT,Sports,Water Bottle,1,295.07,0.0,13.16,False
ORD-002881,2025-01-24,CUST-00076,ES,Fashion,Sneakers,5,242.81,0.0,1.25,False
ORD-002882,2025-05-16,CUST-00489,NL,Beauty,Sunscreen,2,128.57,0.0,14.89,False
ORD-002883,2024-07-09,CUST-01275,BE,Sports,Water Bottle,5,323.12,0.0,14.52,False
ORD-002884,2024-07-12,CUST-01234,BE,Sports,Football,4,40.52,15.0,14.81,False
ORD-002885,2024-10-25,CUST-00720,IT,Grocery,Tea,1,388.67,10.0,1.45,False
ORD-002886,2025-08-25,CUST-00140,UK,Fashion,Jeans,1,161.05,25.0,3.48,False
ORD-002887,2025-04-30,CUST-01336,DE,Toys,Action Figure,4,386.45,10.0,13.49,False
ORD-002888,2024-09-20,CUST-01154,IT,,Razor,4,313.99,0.0,6.41,False
ORD-002889,2025-05-10,CUST-01236,UK,Beauty,Razor,3,247.69,25.0,1.33,TRUE
ORD-002890,2024-04-22,CUST-01085,UK,Toys,Action Figure,1,142.07,10.0,5.12,False
ORD-002891,2025-08-28,CUST-00062,BE,Home,Vacuum,1,75.84,0.0,0.78,False
ORD-002892,2024-12-15,CUST-00001,BE,Sports,Football,1,130.85,20.0,14.23,False
ORD-002893,2025-02-19,CUST-00950,UK,Sports,Water Bottle,5,70.83,0.0,6.42,False
ORD-002894,2024-08-24,CUST-01142,ES,Toys,Board Game,4,110.72,10.0,14.28,True
ORD-002895,2024-06-07,CUST-01060,IT,Sports,Dumbbells,2,65.48,25.0,0.03,False
ORD-002896,2025-11-18,CUST-00959,UK,Electronics,USB-C Cable,1,249.11,10.0,12.94,False
ORD-002897,2024-10-05,CUST-01214,DE,Home,Vacuum,3,70.73,10.0,7.45,False
ORD-002898,2025-10-06,CUST-01026,NL,Beauty,Moisturizer,5,129.2,0.0,13.53,TRUE
ORD-002899,2024-04-21,CUST-01038,NL,Beauty,Razor,2,164.82,10.0,3.76,False
ORD-002900,2024-11-06,CUST-01070,IT,Electronics,Monitor,2,87.61,0.0,4.23,False
ORD-002901,2025-02-20,CUST-00181,IT,Beauty,Perfume,1,75.24,5.0,,False
ORD-002902,2024-04-01,CUST-01054,FRANCE,Toys,Lego Set,5,289.11,10.0,4.22,False
ORD-002903,2025-02-19,CUST-00590,DE,Fashion,Sneakers,2,250.99,30.0,5.22,False
ORD-002904,2024-06-03,CUST-00973,UK,Home,Lamp,3,97.93,0.0,9.24,False
ORD-002905,2025-05-27,CUST-00033,DE,Electronics,Mouse,1,184.91,5.0,9.4,False
ORD-002906,2024-06-24,CUST-00991,de,Sports,Football,5,34.99,30.0,0.5,False
ORD-002907,2024-03-03,CUST-01313,BE,Sports,Dumbbells,2,108.56,0.0,10.85,False
ORD-002908,2024-10-13,CUST-00837,ES,Sports,Water Bottle,1,186.75,0.0,14.52,False
ORD-002909,2024-12-18,CUST-00735,BE,Sports,Yoga Mat,4,233.34,25.0,5.12,False
ORD-002910,2025-07-02,CUST-00143,UK,Home,Vacuum,3,266.0,0.0,3.41,False
ORD-002911,2025-12-02,CUST-00981,BE,Grocery,Tea,5,316.44,0.0,7.94,False
ORD-002912,2025-05-03,CUST-00294,FR,Grocery,Chocolate,2,178.8,15.0,3.41,False
ORD-002913,2024-01-03,CUST-01291,FR,Beauty,Moisturizer,4,277.65,15.0,14.94,False
ORD-002914,2024-07-26,CUST-01122,IT,Toys,Puzzle,4,379.45,10.0,14.45,False
ORD-002915,2025-12-31,CUST-01268,UK,Grocery,Coffee Beans,2,252.2,5.0,13.76,False
ORD-002916,2024-08-04,CUST-00426,IT,,Vacuum,1,124.58,0.0,12.83,False
ORD-002917,2025-01-14,CUST-00045,FR,Fashion,T-Shirt,4,35.07,30.0,7.37,False
ORD-002918,2024-04-13,CUST-01261,ES,Fashion,Sneakers,2,320.24,10.0,6.97,False
ORD-002919,2025-07-18,CUST-00832,IT,Sports,Tennis Racket,4,288.65,0.0,14.72,False
ORD-002920,2025-09-29,CUST-00593,BE,Beauty,Shampoo,3,384.42,25.0,11.1,False
ORD-002921,2025-01-05,CUST-00047,IT,Toys,Action Figure,4,80.66,10.0,5.55,False
